englishname,hebrewname,morphology,definition,transliteration,dictionary
K’far Saba,סָבָא II,pr. n. m.,"[{'definition': ' pr. n. m. <i>Saba</i>. Y. Yeb. IX, beg. 10ᵃ <span dir=""rtl"">ניחא בר ס׳</span>; Y. Kil. IX, beg. 31ᵈ <span dir=""rtl"">סָבָה</span>.', 'number': '1)'}, {'definition': ' <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_סִיגְנָא.1"" data-ref=""Jastrow, סִיגְנָא 1"">כְּפַר ס׳</a> pr. n. pl. <i>K’far Saba</i>, in Samaria. Y. Dem. II, 22ᶜ bot. (ed. Krot. <span dir=""rtl"">כפרסבא</span>, one word). <a class=""refLink"" href=""/Niddah.61a.26"" data-ref=""Niddah 61a:26"">Nidd. 61ᵃ</a>; <a class=""refLink"" href=""/Tosefta_Niddah.8.5"" data-ref=""Tosefta Niddah 8:5"">Tosef. ib. VIII, 5</a> (v. Hildesh. Beitr., p. 10).', 'number': '—2)'}]",,Jastrow Dictionary
Sabṭa,סַבְטָא,pr. n. m.,"[{'definition': '<i>Sabṭa</i>. <a class=""refLink"" href=""/Sanhedrin.64a.13"" data-ref=""Sanhedrin 64a:13"">Snh. 64ᵃ</a> <span dir=""rtl"">ס׳ בן אלס</span> (v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_אָלָס.1"" data-ref=""Jastrow, אָלָס 1"">אָלָס</a>, a. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_*אַבְלַס.1"" data-ref=""Jastrow, *אַבְלַס 1"">אַבְלַס</a>); Y. ib. X, 28ᵈ <span dir=""rtl"">סובתה</span>; <a class=""refLink"" href=""/Sifrei_Bamidbar.131"" data-ref=""Sifrei Bamidbar 131"">Sifré Num. 131</a>, a. <a class=""refLink"" href=""/Yalkut_Shimoni_on_Torah.771"" data-ref=""Yalkut Shimoni on Torah 771"">Yalk. ib. 771</a> <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_סַבַּטְיָא.1"" data-ref=""Jastrow, סַבַּטְיָא 1"">סבטיא</a>.'}]",,Jastrow Dictionary
,סַבַּטְיוֹן,pr. n. m.,"[{'definition': ', <span dir=""rtl"">נְהַר ס׳</span> (Σαββατεῖον, Σαββατικός) <i>the river Sabbation</i>, said to rest on the seventh day (v. Plin. Hist. Nat. XXXI, 2; Jos. Bell. <a class=""refLink"" href=""/Judges.5.5"" data-ref=""Judges 5:5"">Jud. V, 5</a>, 1; Neub. Géogr. p. 33). <a class=""refLink"" href=""/Sanhedrin.65b.12"" data-ref=""Sanhedrin 65b:12"">Snh. 65ᵇ</a> <span dir=""rtl"">נהר ס׳ יוכיח</span> let the river S. prove (that the seventh day is the Sabbath); <a class=""refLink"" href=""/Yalkut_Shimoni_on_Torah.617.3"" data-ref=""Yalkut Shimoni on Torah 617:3"">Yalk. Lev. 617</a> <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_סִינָּרָא.1"" data-ref=""Jastrow, סִינָּרָא 1"">סנ׳</a>; <a class=""refLink"" href=""/Bereishit_Rabbah.11"" data-ref=""Bereishit Rabbah 11"">Gen. R. s. 11</a> <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_סִימְטָא.1"" data-ref=""Jastrow, סִימְטָא 1"">סמ׳</a>; Tanḥ. Ki Thissa 33 <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_סִימְטָא.1"" data-ref=""Jastrow, סִימְטָא 1"">סמ׳</a>; <a class=""refLink"" href=""/Pesikta_Rabbati.23.1"" data-ref=""Pesikta Rabbati 23:1"">Pesik. R. s. 23</a> <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_סִימְטָא.1"" data-ref=""Jastrow, סִימְטָא 1"">סמ׳</a>. <a class=""refLink"" href=""/Bereishit_Rabbah.73"" data-ref=""Bereishit Rabbah 73"">Gen. R. s. 73</a> <span dir=""rtl"">עשרת … לפנים מנהר סמ׳ וכ׳</span> the ten tribes were exiled to within the confines of the river S., whereas Judah and Benjamin were scattered over all lands; Y. Snh. X, 29ᶜ bot. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_סִינָּרָא.1"" data-ref=""Jastrow, סִינָּרָא 1"">סנ׳</a>; <a class=""refLink"" href=""/Targum_Jonathan_on_Exodus.34.10"" data-ref=""Targum Jonathan on Exodus 34:10"">Targ. Y. Ex. XXXIV, 10</a> <span dir=""rtl"">מן לגיו לנהר סמ׳</span>.'}]",,Jastrow Dictionary
,סְבַסְטִי,pr. n. m.,"[{'definition': ' (Σεβαστή) <i>Sebaste</i>, built by Herod on the site of the old Samaria (Shomron)., built by Herod on the site of the old Samaria (Shomron). <a class=""refLink"" href=""/Bamidbar_Rabbah.10"" data-ref=""Bamidbar Rabbah 10"">Num. R. s. 10</a> (ref. to <a class=""refLink"" href=""/Amos.6.1"" data-ref=""Amos 6:1"">Am. VI, 1</a>) that means the ten tribes <span dir=""rtl"">שהיו יושבים לבטח בס׳</span> (not <span dir=""rtl"">שיושבים</span>) who dwelt safely in S.; Tanḥ. Sh’mini 5 <span dir=""rtl"">בסְבַסְטְיָא</span>. <a class=""refLink"" href=""/Mishnah_Arakhin.3.2"" data-ref=""Mishnah Arakhin 3:2"">Arakh. III, 2</a> (<a class=""refLink"" href=""/Arakhin.14a.23"" data-ref=""Arakhin 14a:23"">14ᵃ</a>), v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_חוֹלַת.1"" data-ref=""Jastrow, חוֹלַת 1"">חוֹלַת</a>; Sifra B’ḥuck. Par. 4, ch. X <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_סְוַוסְטִי.1"" data-ref=""Jastrow, סְוַוסְטִי 1"">סְוַוסְטִי</a>; <a class=""refLink"" href=""/Tosefta_Arakhin.2.8"" data-ref=""Tosefta Arakhin 2:8"">Tosef. Arakh. II, 8</a> <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_ספוסטא.1"" data-ref=""Jastrow, ספוסטא 1"">ספוסטא</a> (Var. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_ספימטא.1"" data-ref=""Jastrow, ספימטא 1"">ספימטא</a>, corr. acc.).'}]",,Jastrow Dictionary
Suga,*סוּגָא II,pr. n. m.,"[{'definition': '<i>Suga</i>. <a class=""refLink"" href=""/Bava_Batra.90b"" data-ref=""Bava Batra 90b"">B. Bath. 90ᵇ</a> Ms. M. (ed. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_פּוּגָא I.1"" data-ref=""Jastrow, פּוּגָא I 1"">פוגא</a>; v. Rabb. D. S. a. l. note).'}]",,Jastrow Dictionary
Suṭar,*סוּטַר,pr. n. m.,"[{'definition': '<i>Suṭar</i>. Y. Ber. I, 2ᶜ top (for which <a class=""refLink"" href=""/Yalkut_Shimoni_on_Nach.340"" data-ref=""Yalkut Shimoni on Nach 340"">Yalk. Ez. 340</a>: <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_סִיסְרָטַאי.1"" data-ref=""Jastrow, סִיסְרָטַאי 1"">סִיסַרְטַאי</a>).'}]",,Jastrow Dictionary
Sumah,סוּמָה II,pr. n. m.,"[{'definition': '<i>Sumah</i>. <a class=""refLink"" href=""/Bamidbar_Rabbah.14.1"" data-ref=""Bamidbar Rabbah 14:1"">Num. R. s. 14</a> <span dir=""rtl"">ס׳ בר כתבה</span>.'}]",,Jastrow Dictionary
Symmachos,סוּמְכוֹס,pr. n. m.,"[{'definition': '<i>Sumkhos</i> (<i>Symmachos</i>), a Tannai, pupil of R. Meïr. <a class=""refLink"" href=""/Eruvin.13b.6"" data-ref=""Eruvin 13b:6"">Erub. 13ᵇ</a>. <a class=""refLink"" href=""/Mishnah_Eruvin.3.1"" data-ref=""Mishnah Eruvin 3:1"">Ib. III, 1</a>. <a class=""refLink"" href=""/Bava_Batra.73a.7"" data-ref=""Bava Batra 73a:7"">B. Bath. 73ᵃ</a>; a. fr.—(V. Fr. Darkhé, p. 198.)'}]",,Jastrow Dictionary
,סוּרִיאֵל,pr. n. m.,"[{'definition': '<i>Suriel</i>, name of an angel. <a class=""refLink"" href=""/Berakhot.51a.13"" data-ref=""Berakhot 51a:13"">Ber. 51ᵃ</a> (v. Rabb. D. S. a. l. note 100).'}]",,Jastrow Dictionary
Surmaḳi,סוּרְמָקִי,pr. n. m.,"[{'definition': '<i>Surmaḳi</i> (cmp. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_סוּמְקִי.1"" data-ref=""Jastrow, סוּמְקִי 1"">סומקי</a>). <a class=""refLink"" href=""/Yoma.10a.9"" data-ref=""Yoma 10a:9"">Yoma 10ᵃ</a> (Ms. M. <span dir=""rtl"">סיר׳</span>, v. Rabb. D. S. a. l. note).'}]",,Jastrow Dictionary
,סַטְדָּא,pr. n. m.,"[{'definition': ' (prob. of Greek origin, cmp. pr. n. Σταδιεύς) <i>Saṭda</i>; <span dir=""rtl"">בן ס׳</span> son of S., surname of Jesus of Nazareth. <a class=""refLink"" href=""/Shabbat.104b.5"" data-ref=""Shabbat 104b:5"">Sabb. 104ᵇ</a>; <a class=""refLink"" href=""/Tosefta_Shabbat.11"" data-ref=""Tosefta Shabbat 11"">Tosef. ib. XI</a> (<a class=""refLink"" href=""/Tosefta_Shabbat.12.15"" data-ref=""Tosefta Shabbat 12:15"">XII), 15</a>; Y. ib. XII, end, 13ᵈ <span dir=""rtl"">והלא בן ס׳ לא הביא וכ׳</span> but did not Ben S. bring sorcery from Egypt only in this way (by making incisions in his flesh)? Y. Snh. VII, 25ᵈ top <span dir=""rtl"">כך עשו לבן סוט׳ וכ׳</span> so they did to Ben S. in Lydda, when they made two scholars lie in wait for him &c.; Y. Yeb. XVI, 15ᵈ bot. Sabb. l. c. (in editions not controlled by censors, v. Rabb. D. S. a. l.) <span dir=""rtl"">בעל ס׳ בועל וכ׳</span> her husband’s name was S., her lover’s, Pandera; (refuted and changed) <span dir=""rtl"">אמו ס׳ וכ׳</span> his mother’s name was S. … <span dir=""rtl"">סַֹטְֹיַת ד̇אֹ וכ׳</span> this one deserted her husband; <a class=""refLink"" href=""/Sanhedrin.67a.15"" data-ref=""Sanhedrin 67a:15"">Snh. 67ᵃ</a> <span dir=""rtl"">סָטַת דא וכ׳</span> (v. Rabb. D. S. a. l. note).'}]",,Jastrow Dictionary
Sarisa,סָרִיסָא II,pr. n. m.,"[{'definition': '<i>Sarisa</i>, surname of one Levi (on account of a simile drawn from a castrate which he used). Y. Sabb. III, 6ᵃ bot.; Y. Bets. II, 61ᶜ. Y. Gitt. VI, 48ᵃ bot. <span dir=""rtl"">לוי פריסא</span> (corr. acc.).'}]",,Jastrow Dictionary
Sethor,סְתוֹר,pr. n. m.,"[{'definition': ' (b. h.) pr. n. m. <i>Sethor</i>, one of the twelve spies. <a class=""refLink"" href=""/Sotah.34b.5"" data-ref=""Sotah 34b:5"">Sot. 34ᵇ</a>; <a class=""refLink"" href=""/Bereishit_Rabbah.71.3"" data-ref=""Bereishit Rabbah 71:3"">Gen. R. s. 71</a>; a. e.; v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_סְתוֹרִים.1"" data-ref=""Jastrow, סְתוֹרִים 1"">סְתוֹרִים</a>.—[<a class=""refLink"" href=""/Tosefta_Menahot.9.14"" data-ref=""Tosefta Menahot 9:14"">Tosef. Men. IX, 14</a> <a class=""refLink"" href=""/Jastrow,_סְתִירָה II.1"" data-ref=""Jastrow, סְתִירָה II 1""><span dir=""rtl"">סְתִירָה</span> II</a>.].'}]",,Jastrow Dictionary
Sithriel,סִתְרִיאֵל,pr. n. m.,"[{'definition': '<i>Sithriel</i>. <a class=""refLink"" href=""/Bekhorot.57b.3"" data-ref=""Bekhorot 57b:3"">Bekh. 57ᵇ</a>'}]",,Jastrow Dictionary
Eber,עֵבֶר I,pr. n. m.,"[{'definition': ' (b. h.) pr. n. m. <i>Eber</i>, a descendant of Shem, believed to have maintained schools (oracles) in connection with Shem. <a class=""refLink"" href=""/Bereishit_Rabbah.63.10"" data-ref=""Bereishit Rabbah 63:10"">Gen. R. s. 63</a> (ref. to <a class=""refLink"" href=""/Genesis.25.22"" data-ref=""Genesis 25:22"">Gen. XXV, 22</a>) <span dir=""rtl"">למדרשו של שם וע׳</span> to the school of Shem and Eber. <a class=""refLink"" href=""/Bereishit_Rabbah.37.7"" data-ref=""Bereishit Rabbah 37:7"">Gen. R. s. 37</a> נביא גדול היה ע׳ וכ׳ E. was a great prophet, for he gave names alluding to coming events. Ib. s. 42 (expl. <span dir=""rtl"">העברי</span>, <a class=""refLink"" href=""/Genesis.14.13"" data-ref=""Genesis 14:13"">Gen. XIV, 13</a>) <span dir=""rtl"">שהוא מבני בניו של ע׳</span> because he is a descendant of Eber; a. fr.'}]",,Jastrow Dictionary
‘Agul,עָגוּל,pr. n. m.,"[{'definition': '<i>‘Agul</i>. Y. Yeb. VI, 7ᶜ bot. <span dir=""rtl"">ר׳ חנינה בר ע׳</span>, v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_עָטַל.1"" data-ref=""Jastrow, עָטַל 1"">עֲטַל</a>.'}]",,Jastrow Dictionary
‘Adi,עָדִי,pr. n. m.,"[{'definition': '<i>‘Adi</i>. <a class=""refLink"" href=""/Avodah_Zarah.33a.12"" data-ref=""Avodah Zarah 33a:12"">Ab. Zar. 33ᵃ</a>; <a class=""refLink"" href=""/Menachot.69b"" data-ref=""Menachot 69b"">Men. 69ᵇ</a>, v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_טַיְיעָא.1"" data-ref=""Jastrow, טַיְיעָא 1"">טַיְיעָא</a>.'}]",,Jastrow Dictionary
Og,עוֹג,pr. n. m.,"[{'definition': ' (b. h.) pr. n. m. <i>Og</i>, king of Bashan. <a class=""refLink"" href=""/Bereishit_Rabbah.42.8"" data-ref=""Bereishit Rabbah 42:8"">Gen. R. s. 42</a> (ref. to <a class=""refLink"" href=""/Genesis.14.13"" data-ref=""Genesis 14:13"">Gen. XIV, 13</a>) <span dir=""rtl"">הוא ע׳ הוא פליט</span> Og is the one that escaped; Tanḥ. Ḥuck. 25. <a class=""refLink"" href=""/Berakhot.54a.14"" data-ref=""Berakhot 54a:14"">Ber. 54ᵃ</a> <span dir=""rtl"">אבן … לזרוק ע׳ וכ׳</span> the stone which Og king of Bashan wanted to cast upon Israel. <a class=""refLink"" href=""/Berakhot.54b.4"" data-ref=""Berakhot 54b:4"">Ib.ᵇ</a>, a. fr.'}]",,Jastrow Dictionary
,עַוָּוא,pr. n. m.,"[{'definition': ' pr. n. m., v. <a class=""refLink"" href=""/Jastrow,_עִוְיָא II.1"" data-ref=""Jastrow, עִוְיָא II 1""><span dir=""rtl"">עִוְיָא</span> II</a>'}]",,Jastrow Dictionary
Uzza,עוּזָּא II,pr. n. m.,"[{'definition': ' (b. h.) pr. n. m. <i>Uzza</i>, '}, {'definition': ' one of the brothers that accompanied the Ark to Gibeah. <a class=""refLink"" href=""/Sotah.35a.2"" data-ref=""Sotah 35a:2"">Sot. 35a</a>; <a class=""refLink"" href=""/Bamidbar_Rabbah.4.20"" data-ref=""Bamidbar Rabbah 4:20"">Num. R. s. 4</a>. <a class=""refLink"" href=""/Bamidbar_Rabbah.21.1"" data-ref=""Bamidbar Rabbah 21:1"">Num. R. s. 21</a>; a. e.—2) name of a fallen angel. <a class=""refLink"" href=""/Yoma.67b.7"" data-ref=""Yoma 67b:7"">Yoma 67ᵇ</a> <span dir=""rtl"">מעשה ע׳ ועזאל</span> the deed of U. and Azael (who came down and had connection with the daughters of man, v. <a class=""refLink"" href=""/Targum_Jonathan_on_Genesis.6.4"" data-ref=""Targum Jonathan on Genesis 6:4"">Targ. Y. Gen. VI, 4</a>). <a class=""refLink"" href=""/Pesikta_Rabbati.34.1"" data-ref=""Pesikta Rabbati 34:1"">Pesik. R. s. 34</a> <span dir=""rtl"">ומה עזא ועזאל וכ׳</span> when U. a. Azael … sinned on coming down &c. <a class=""refLink"" href=""/Devarim_Rabbah.11.11"" data-ref=""Devarim Rabbah 11:11"">Deut. R. s. 11</a>, end <span dir=""rtl"">עזה ועזאל</span>.—[<a class=""refLink"" href=""/Yalkut_Shimoni_on_Torah.44.1"" data-ref=""Yalkut Shimoni on Torah 44:1"">Yalk. Gen. 44</a> <span dir=""rtl"">שמחזי ועזאל</span>; <a class=""refLink"" href=""/Targum_Jonathan_on_Genesis.6.4"" data-ref=""Targum Jonathan on Genesis 6:4"">Targ. Y. Gen. VI, 4</a> <span dir=""rtl"">שמחזי ועוזיאל</span>.]', 'number': '1)'}]",,Jastrow Dictionary
Uzziel,עוּזִּיאֵל,pr. n. m.,"[{'definition': ' (b. h.) pr. n. m. <i>Uzziel</i>, '}, {'definition': ' the father of Jonathan the translator. <a class=""refLink"" href=""/Bava_Batra.133b.12"" data-ref=""Bava Batra 133b:12"">B. Bath. 133ᵇ</a>, a. fr., v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_יוֹנָתָן.1"" data-ref=""Jastrow, יוֹנָתָן 1"">יוֹנָתָן</a>', 'number': '1)'}, {'definition': ' name of two Amoraim. <a class=""refLink"" href=""/Moed_Katan.5a.16"" data-ref=""Moed Katan 5a:16"">M. Kat. 5ᵃ</a> ר׳ ע׳ בר בריה דר׳ ע׳ רבה R. U. grandson of R. U. the elder; Y. ib. I, 80ᵇ bot. <span dir=""rtl"">ר׳ ע׳ בריה דר׳ חונייה</span>. Y. Bets. III, 62ᵃ top; a. e.—V. Fr. M’bo, p. 119ᵇ', 'number': '—2)'}, {'definition': ' name of a fallen angel, v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_עֲזָאֵל.1"" data-ref=""Jastrow, עֲזָאֵל 1"">עֲזָאֵל</a>, a. <a class=""refLink"" href=""/Jastrow,_עוּזָּא II.1"" data-ref=""Jastrow, עוּזָּא II 1""><span dir=""rtl"">עוּזָּא</span> II</a>.', 'number': '—3)'}]",,Jastrow Dictionary
Uzziah,עוּזִּיָּה,pr. n. m.,"[{'definition': ' (b. h.) pr. n. m. <i>Uzziah</i>, king of Judah. <a class=""refLink"" href=""/Moed_Katan.7b.7"" data-ref=""Moed Katan 7b:7"">M. Kat. 7ᵇ</a> יותם לא היה לו לע׳ וכ׳ Jotham was begotten by U. after the latter was declared a leper; <a class=""refLink"" href=""/Tosefta_Negaim.8.6"" data-ref=""Tosefta Negaim 8:6"">Tosef. Neg. VIII, 6</a>. <a class=""refLink"" href=""/Bereishit_Rabbah.20"" data-ref=""Bereishit Rabbah 20"">Gen. R. s. 20</a>; <a class=""refLink"" href=""/Yalkut_Shimoni_on_Torah.35"" data-ref=""Yalkut Shimoni on Torah 35"">Yalk. ib. 35</a>. <a class=""refLink"" href=""/Bamidbar_Rabbah.4.20"" data-ref=""Bamidbar Rabbah 4:20"">Num. R. s. 4</a> <span dir=""rtl"">שעל ידו נצטרע ע׳</span> on account of it (the offering of frankincense) U. became a leper. <a class=""refLink"" href=""/Bamidbar_Rabbah.7.5"" data-ref=""Bamidbar Rabbah 7:5"">Num. R. s. 7</a> <span dir=""rtl"">זה ע׳ שבקש להכנס בתחום וכ׳</span> that is U. who attempted to encroach on the domain of priesthood; a. e.'}]",,Jastrow Dictionary
‘Ivya,עִוְיָא II,pr. n. m.,"[{'definition': '<i>‘Ivya</i>, an Amora. <a class=""refLink"" href=""/Bava_Batra.129b.7"" data-ref=""Bava Batra 129b:7"">B. Bath. 129ᵇ</a>; <a class=""refLink"" href=""/Bava_Batra.133a.8"" data-ref=""Bava Batra 133a:8"">133ᵃ</a>, sq. (Ms. M. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_עַוָּוא.1"" data-ref=""Jastrow, עַוָּוא 1"">עַוָּוא</a>; Ms. R. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_עֲוִיר.1"" data-ref=""Jastrow, עֲוִיר 1"">עֲוִירָא</a>, v. Rabb. D. S. a. l. notes).'}]",,Jastrow Dictionary
ʿĂvira,עֲוִירָא III,pr. n. m.,"[{'definition': '<i>ʿĂvira</i>, an Amora. <a class=""refLink"" href=""/Chullin.42b.10"" data-ref=""Chullin 42b:10"">Ḥull. 42ᵇ</a>; <a class=""refLink"" href=""/Chullin.55b.2"" data-ref=""Chullin 55b:2"">55ᵇ</a>; a. fr.—V. <a class=""refLink"" href=""/Jastrow,_עִוְיָא II.1"" data-ref=""Jastrow, עִוְיָא II 1""><span dir=""rtl"">עִוְיָא</span> II</a>.'}]",,Jastrow Dictionary
‘Ula,עוּלָא II,pr. n. m.,"[{'definition': '<i>‘Ula</i> (or <i>‘Ulla</i>), name of several Amoraim. Y. Shek. I, beg. 45ᵈ; a. fr.—Y. Ber. II, beg. 4ᵃ <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_עִיל.1"" data-ref=""Jastrow, עִיל 1"">עילא</a>.—Y. Meg. II, 73ᵇ <span dir=""rtl"">עולה בירייה</span>; Y. M. Kat. III, 83ᵇ bot. <span dir=""rtl"">ע׳ ביריא</span>; Bab. <a class=""refLink"" href=""/Moed_Katan.26a.23"" data-ref=""Moed Katan 26a:23"">M. Kat. 26ᵃ</a> <span dir=""rtl"">ע׳ ביראה</span>, v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_בֵּירָאָה.1"" data-ref=""Jastrow, בֵּירָאָה 1"">בֵּירָאָה</a>.—Y. Pes. III, 30ᵃ <span dir=""rtl"">ע׳ דקיסרין</span>; Y. Nidd. II, 50ᵃ bot.—Esp. known: <i>‘U. bar Yishmael</i>, in Bab. only <i>‘Ula</i>. Y. Succ. IV, 54ᶜ. Y. Gitt. V, 47ᵇ top; Bab. <a class=""refLink"" href=""/Gittin.55a.13"" data-ref=""Gittin 55a:13"">Gitt. 55ᵃ</a>. <a class=""refLink"" href=""/Horayot.4a.9"" data-ref=""Horayot 4a:9"">Hor. 4ᵃ</a>; (Y. ib. I, 46ᵃ top <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_הִילָא I.1"" data-ref=""Jastrow, הִילָא I 1"">הילא</a>). Y. Maasr. V, 51ᵈ, a. e. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_עִיל.1"" data-ref=""Jastrow, עִיל 1"">עילא</a>, <span dir=""rtl"">עילה</span>; a. fr.—Y. Kil. IX, 32ᶜ bot. <span dir=""rtl"">ע׳ נחותא</span>; Y. Keth. XII, 35ᵇ <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_עֲלַל II.1"" data-ref=""Jastrow, עֲלַל II 1"">עללא</a> (corr. acc.), v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_נָחוֹתָא.1"" data-ref=""Jastrow, נָחוֹתָא 1"">נָחוֹתָא</a>.—V. Fr. M’bo, p. 119ᵇ, sq.'}]",,Jastrow Dictionary
,עוּלָה I,pr. n. m.,"[{'definition': ' pr. n. m., v. <a class=""refLink"" href=""/Jastrow,_עוּלָא II.1"" data-ref=""Jastrow, עוּלָא II 1""><span dir=""rtl"">עוּלָא</span> II</a>'}]",,Jastrow Dictionary
Mar ‘U,עוּקְבָּא II,pr. n. m.,"[{'definition': '<i>‘Uḳba, ‘Uḳban</i>, (<i>Mar ‘U</i>.), name of several Amoraim and of one Resh Galutha (or two), commonly named Mar‘U. <a class=""refLink"" href=""/Sanhedrin.31b.17"" data-ref=""Sanhedrin 31b:17"">Snh. 31ᵇ</a>. <a class=""refLink"" href=""/Pesachim.115b.2"" data-ref=""Pesachim 115b:2"">Pes. 115ᵇ</a> <span dir=""rtl"">רבנא ע׳</span>. <a class=""refLink"" href=""/Moed_Katan.16b.12"" data-ref=""Moed Katan 16b:12"">M. Kat. 16ᵇ</a>.—Y. Ber. I, 3ᵃ bot. <span dir=""rtl"">מר ע׳</span>.—<a class=""refLink"" href=""/Shabbat.56b.19"" data-ref=""Shabbat 56b:19"">Sabb. 56ᵇ</a> עוקבן בר נחמיה וכ׳ ‘U. son of N., the Resh Galutha; a. e.—<a class=""refLink"" href=""/Eruvin.34b.9"" data-ref=""Eruvin 34b:9"">Erub. 34ᵇ</a> ע׳ בר חמא Ms. M. (ed. <span dir=""rtl"">בר אבא</span>, corr. acc.). <a class=""refLink"" href=""/Bava_Metzia.65a.11"" data-ref=""Bava Metzia 65a:11"">B. Mets. 65ᵃ</a>. <a class=""refLink"" href=""/Berakhot.44a.6"" data-ref=""Berakhot 44a:6"">Ber. 44ᵃ</a> <span dir=""rtl"">מר ע׳ בר ח׳</span> (Ms. F. <span dir=""rtl"">רב ע׳</span>). <a class=""refLink"" href=""/Zevachim.55b.4"" data-ref=""Zevachim 55b:4"">Zeb. 55ᵇ</a> רב ע׳ Ms. M. (ed. <span dir=""rtl"">מר</span>); a. fr.—Y. Erub. I, 18ᵈ bot. <span dir=""rtl"">רבי ע׳</span>. Y. Ḥag. II, 78ᵇ top <span dir=""rtl"">ר׳ עוקבה</span>. Y. Meg. I, 71ᵃ top <span dir=""rtl"">מר ע׳</span>; a. fr.—<a class=""refLink"" href=""/Vayikra_Rabbah.28.5"" data-ref=""Vayikra Rabbah 28:5"">Lev. R. s. 28</a>; Pesik. Ha‘omer, p. 70ᵇ <span dir=""rtl"">רב חמא בר ע׳</span>.—V. Fr. M’bo p. 120ᵇ, a. Koh. Ar. Compl. s. v.'}]",,Jastrow Dictionary
,עוֹרַבְתִּי,pr. n. m.,"[{'definition': '<i>Be-‘Orabti</i>, name of a family. <a class=""refLink"" href=""/Kiddushin.70b.9"" data-ref=""Kiddushin 70b:9"">Kidd. 70ᵇ</a>'}]",,Jastrow Dictionary
,עות,pr. n. m.,"[{'definition': ', pr. n. m., v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_*עַזָּת.1"" data-ref=""Jastrow, *עַזָּת 1"">עַזָּת</a>'}]",,Jastrow Dictionary
Ben Azzai,עַזַּאי,pr. n. m.,"[{'definition': '<i>ʿAzzai</i>; <span dir=""rtl"">שמעון בן ע׳</span>, or <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_*עָקוֹשׁ I.1"" data-ref=""Jastrow, *עָקוֹשׁ I 1"">בן ע׳</a> (<i>Simon</i>) <i>Ben Azzai</i>, a Tannai, disciple and colleague of R. ʿĂḳiba. Y. Shek. III, beg. 47ᵇ; Y. B. Bath. IX, end, 17ᵇ; Bab. <a class=""refLink"" href=""/Bava_Batra.158b.6"" data-ref=""Bava Batra 158b:6"">B. Bath. 158ᵇ</a>, a. e., v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_חָבֵר.1"" data-ref=""Jastrow, חָבֵר 1"">חָבֵר</a>. <a class=""refLink"" href=""/Pirkei_Avot.4.2"" data-ref=""Pirkei Avot 4:2"">Ab. IV, 2</a>. <a class=""refLink"" href=""/Tosefta_Ma\'aser_Sheni.2.5"" data-ref=""Tosefta Ma\'aser Sheni 2:5"">Tosef. Maas. Sh. II, 5</a>. <a class=""refLink"" href=""/Mishnah_Sotah.9.15"" data-ref=""Mishnah Sotah 9:15"">Sot. IX, 15</a>. <a class=""refLink"" href=""/Yevamot.63b.19"" data-ref=""Yevamot 63b:19"">Yeb. 63ᵇ</a>; a. fr.—V. Fr. Darkhé, p. 135 sq.'}]",,Jastrow Dictionary
